repository_file,field_category,matched_text,context,line_estimate,source_status,canonical_field,authority,track_name,meeting_date,notes
scripts\audit_edgeiq_meeting_track_tab_v1.py,TRACK_CONDITION,track_rating,"from edgeiq_meeting_workspace_audit_common_v1 import MEETING, read, run_audit  source = read(MEETING) checks = {     ""official_track_rating"": ""Official Rating"" in source and ""trackRatingFromRace"" in source,     ""rail_correct"": ""Rail Position"" in source and ""railPosition"" in source,     ""rainfall_irrigation_fields"": all(text in source for text in [""Rainfall 24h"", ""Rainfall 7d"", ""Irrigation 24h"", ""Irrigation 7d""]),     ""track_map_present",5,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_meeting_track_tab_v1.py,RAIL_CURRENT,Rail Position,"port MEETING, read, run_audit  source = read(MEETING) checks = {     ""official_track_rating"": ""Official Rating"" in source and ""trackRatingFromRace"" in source,     ""rail_correct"": ""Rail Position"" in source and ""railPosition"" in source,     ""rainfall_irrigation_fields"": all(text in source for text in [""Rainfall 24h"", ""Rainfall 7d"", ""Irrigation 24h"", ""Irrigation 7d""]),     ""track_map_present"": ""eiq-meeting-v1-track-map is-large"" in source,     ""no_track_record"": ""Track Record"" not in source,",6,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_meeting_track_tab_v1.py,IRRIGATION_24H,Irrigation 24,"urce,     ""rail_correct"": ""Rail Position"" in source and ""railPosition"" in source,     ""rainfall_irrigation_fields"": all(text in source for text in [""Rainfall 24h"", ""Rainfall 7d"", ""Irrigation 24h"", ""Irrigation 7d""]),     ""track_map_present"": ""eiq-meeting-v1-track-map is-large"" in source,     ""no_track_record"": ""Track Record"" not in source,     ""no_class_record"": ""Class Record"" not in source,     ""no_average_race_time"": ""Average Race Time"" not in source,     ""no_average_winning_margin"": ""Av",7,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_meeting_track_tab_v1.py,IRRIGATION_7D,Irrigation 7d,"rrect"": ""Rail Position"" in source and ""railPosition"" in source,     ""rainfall_irrigation_fields"": all(text in source for text in [""Rainfall 24h"", ""Rainfall 7d"", ""Irrigation 24h"", ""Irrigation 7d""]),     ""track_map_present"": ""eiq-meeting-v1-track-map is-large"" in source,     ""no_track_record"": ""Track Record"" not in source,     ""no_class_record"": ""Class Record"" not in source,     ""no_average_race_time"": ""Average Race Time"" not in source,     ""no_average_winning_margin"": ""Average Winning Marg",7,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_meeting_track_tab_v1.py,IRRIGATION_GENERAL,Irrigation,"urce,     ""rail_correct"": ""Rail Position"" in source and ""railPosition"" in source,     ""rainfall_irrigation_fields"": all(text in source for text in [""Rainfall 24h"", ""Rainfall 7d"", ""Irrigation 24h"", ""Irrigation 7d""]),     ""track_map_present"": ""eiq-meeting-v1-track-map is-large"" in source,     ""no_track_record"": ""Track Record"" not in source,     ""no_class_record"": ""Class Record"" not in source,     ""no_average_race_time"": ""Average Race Time"" not in source,     ""no_average_winning_margin"":",7,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_meeting_track_tab_v1.py,RAINFALL_24H,Rainfall 24,"and ""trackRatingFromRace"" in source,     ""rail_correct"": ""Rail Position"" in source and ""railPosition"" in source,     ""rainfall_irrigation_fields"": all(text in source for text in [""Rainfall 24h"", ""Rainfall 7d"", ""Irrigation 24h"", ""Irrigation 7d""]),     ""track_map_present"": ""eiq-meeting-v1-track-map is-large"" in source,     ""no_track_record"": ""Track Record"" not in source,     ""no_class_record"": ""Class Record"" not in source,     ""no_average_race_time"": ""Average Race Time"" not in source,",7,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_meeting_track_tab_v1.py,RAINFALL_7D,Rainfall 7d,"FromRace"" in source,     ""rail_correct"": ""Rail Position"" in source and ""railPosition"" in source,     ""rainfall_irrigation_fields"": all(text in source for text in [""Rainfall 24h"", ""Rainfall 7d"", ""Irrigation 24h"", ""Irrigation 7d""]),     ""track_map_present"": ""eiq-meeting-v1-track-map is-large"" in source,     ""no_track_record"": ""Track Record"" not in source,     ""no_class_record"": ""Class Record"" not in source,     ""no_average_race_time"": ""Average Race Time"" not in source,     ""no_average_win",7,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_meetings_visual_structure_v1.py,IRRIGATION_24H,Irrigation 24,"s, ""blue outline selected row"")     add(checks, ""selected_meeting_rail_order"", appears_in_order(component, [""Today's Track"", ""Rail"", ""Weather"", ""Wind"", ""Temperature"", ""Rain 24h"", ""Irrigation 24h"", ""Official Update"", ""EDGEiQ Notes"", ""Open Meeting""]), ""rail fields"")     add(checks, ""race_strip_present"", ""RACES -"" in component and ""races scheduled"" in component and ""onOpenRace"" in component, ""race strip navigation"")     add(checks, ""light_surfaces"", ""#ffffff"" in css and ""#fafbfc"" in css and",67,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_meetings_visual_structure_v1.py,IRRIGATION_GENERAL,Irrigation,"s, ""blue outline selected row"")     add(checks, ""selected_meeting_rail_order"", appears_in_order(component, [""Today's Track"", ""Rail"", ""Weather"", ""Wind"", ""Temperature"", ""Rain 24h"", ""Irrigation 24h"", ""Official Update"", ""EDGEiQ Notes"", ""Open Meeting""]), ""rail fields"")     add(checks, ""race_strip_present"", ""RACES -"" in component and ""races scheduled"" in component and ""onOpenRace"" in component, ""race strip navigation"")     add(checks, ""light_surfaces"", ""#ffffff"" in css and ""#fafbfc"" in css a",67,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_meetings_visual_structure_v1.py,RAINFALL_24H,Rain 24h,"f5fd6"" in css, ""blue outline selected row"")     add(checks, ""selected_meeting_rail_order"", appears_in_order(component, [""Today's Track"", ""Rail"", ""Weather"", ""Wind"", ""Temperature"", ""Rain 24h"", ""Irrigation 24h"", ""Official Update"", ""EDGEiQ Notes"", ""Open Meeting""]), ""rail fields"")     add(checks, ""race_strip_present"", ""RACES -"" in component and ""races scheduled"" in component and ""onOpenRace"" in component, ""race strip navigation"")     add(checks, ""light_surfaces"", ""#ffffff"" in css and ""#fa",67,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_fast_v1.py,TRACK_CONDITION,track_condition,"om typing import Any  ROOT = Path(__file__).resolve().parents[1] OUTPUT_DIR = ROOT / ""data"" / ""track-source-audit"" PUBLIC_DIR = ROOT / ""public"" / ""data""  FILES_CSV = OUTPUT_DIR / ""track_conditions_source_files_v1.csv"" EVIDENCE_CSV = OUTPUT_DIR / ""track_conditions_field_evidence_v1.csv"" URLS_CSV = OUTPUT_DIR / ""track_conditions_source_urls_v1.csv"" TRACK_COVERAGE_CSV = OUTPUT_DIR / ""track_conditions_track_coverage_v1.csv""  AUDIT_TXT = PUBLIC_DIR / ""edgeiq_track_conditions_source_audit_v1.txt""",15,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_fast_v1.py,IRRIGATION_24H,IRRIGATION_24,"""\brail.?position\b"",         r""\bcurrent.?rail\b"",     ],     ""RAIL_PREVIOUS"": [         r""\bprevious.?rail\b"",         r""\blast.?rail\b"",         r""\bprior.?rail\b"",     ],     ""IRRIGATION_24H"": [         r""\birrigation.?24\b"",         r""\b24.?h(?:ours?)?.?irrigation\b"",     ],     ""IRRIGATION_7D"": [         r""\birrigation.?7.?d\b"",         r""\b7.?day.?irrigation\b"",     ],     ""IRRIGATION_GENERAL"": [         r""\birrigation\b"",         r""\bwatered\b"",     ],     ""RAINFALL_24H"": [",77,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_fast_v1.py,IRRIGATION_7D,IRRIGATION_7D,"il\b"",         r""\blast.?rail\b"",         r""\bprior.?rail\b"",     ],     ""IRRIGATION_24H"": [         r""\birrigation.?24\b"",         r""\b24.?h(?:ours?)?.?irrigation\b"",     ],     ""IRRIGATION_7D"": [         r""\birrigation.?7.?d\b"",         r""\b7.?day.?irrigation\b"",     ],     ""IRRIGATION_GENERAL"": [         r""\birrigation\b"",         r""\bwatered\b"",     ],     ""RAINFALL_24H"": [         r""\brainfall.?24\b"",         r""\b24.?h(?:ours?)?.?rain\b"",         r""\brain.?24.?h\b"",     ],     ""RAINF",81,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_fast_v1.py,IRRIGATION_GENERAL,irrigation,"[         r""\bprevious.?rail\b"",         r""\blast.?rail\b"",         r""\bprior.?rail\b"",     ],     ""IRRIGATION_24H"": [         r""\birrigation.?24\b"",         r""\b24.?h(?:ours?)?.?irrigation\b"",     ],     ""IRRIGATION_7D"": [         r""\birrigation.?7.?d\b"",         r""\b7.?day.?irrigation\b"",     ],     ""IRRIGATION_GENERAL"": [         r""\birrigation\b"",         r""\bwatered\b"",     ],     ""RAINFALL_24H"": [         r""\brainfall.?24\b"",         r""\b24.?h(?:ours?)?.?rain\b"",         r""\brai",79,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_fast_v1.py,RAINFALL_24H,RAINFALL_24,"GATION_7D"": [         r""\birrigation.?7.?d\b"",         r""\b7.?day.?irrigation\b"",     ],     ""IRRIGATION_GENERAL"": [         r""\birrigation\b"",         r""\bwatered\b"",     ],     ""RAINFALL_24H"": [         r""\brainfall.?24\b"",         r""\b24.?h(?:ours?)?.?rain\b"",         r""\brain.?24.?h\b"",     ],     ""RAINFALL_7D"": [         r""\brainfall.?7.?d\b"",         r""\b7.?day.?rain\b"",         r""\brain.?7.?day\b"",     ],     ""PENETROMETER"": [         r""\bpenetrometer\b"",         r""\bpenetro\b"",",89,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_fast_v1.py,RAINFALL_7D,RAINFALL_7D,"r""\birrigation\b"",         r""\bwatered\b"",     ],     ""RAINFALL_24H"": [         r""\brainfall.?24\b"",         r""\b24.?h(?:ours?)?.?rain\b"",         r""\brain.?24.?h\b"",     ],     ""RAINFALL_7D"": [         r""\brainfall.?7.?d\b"",         r""\b7.?day.?rain\b"",         r""\brain.?7.?day\b"",     ],     ""PENETROMETER"": [         r""\bpenetrometer\b"",         r""\bpenetro\b"",     ],     ""GOING_STICK"": [         r""\bgoing.?stick\b"",         r""\bgoingstick\b"",     ],     ""TRACK_MANAGER_COMMENT"": [",94,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_fast_v1.py,PENETROMETER,PENETROMETER,"?h(?:ours?)?.?rain\b"",         r""\brain.?24.?h\b"",     ],     ""RAINFALL_7D"": [         r""\brainfall.?7.?d\b"",         r""\b7.?day.?rain\b"",         r""\brain.?7.?day\b"",     ],     ""PENETROMETER"": [         r""\bpenetrometer\b"",         r""\bpenetro\b"",     ],     ""GOING_STICK"": [         r""\bgoing.?stick\b"",         r""\bgoingstick\b"",     ],     ""TRACK_MANAGER_COMMENT"": [         r""\btrack.?manager\b"",         r""\btrack.?comment\b"",         r""\bofficial.?comment\b"",     ],     ""UPDATED_TIME",99,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_fast_v1.py,GOING_STICK,GOING_STICK,"r""\brainfall.?7.?d\b"",         r""\b7.?day.?rain\b"",         r""\brain.?7.?day\b"",     ],     ""PENETROMETER"": [         r""\bpenetrometer\b"",         r""\bpenetro\b"",     ],     ""GOING_STICK"": [         r""\bgoing.?stick\b"",         r""\bgoingstick\b"",     ],     ""TRACK_MANAGER_COMMENT"": [         r""\btrack.?manager\b"",         r""\btrack.?comment\b"",         r""\bofficial.?comment\b"",     ],     ""UPDATED_TIME"": [         r""\blast.?updated\b"",         r""\bupdated.?at\b"",         r""\bupdate",103,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_fast_v1.py,TRACK_MANAGER_COMMENT,TRACK_MANAGER,",     ],     ""PENETROMETER"": [         r""\bpenetrometer\b"",         r""\bpenetro\b"",     ],     ""GOING_STICK"": [         r""\bgoing.?stick\b"",         r""\bgoingstick\b"",     ],     ""TRACK_MANAGER_COMMENT"": [         r""\btrack.?manager\b"",         r""\btrack.?comment\b"",         r""\bofficial.?comment\b"",     ],     ""UPDATED_TIME"": [         r""\blast.?updated\b"",         r""\bupdated.?at\b"",         r""\bupdate.?time\b"",         r""\binspection.?time\b"",     ],     ""MEETING_STATUS"": [         r""\",107,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_fast_v1.py,UPDATED_TIME,update_time,"""rainfall_evidence"": (                 ""YES""                 if any(value.startswith(""RAINFALL"") for value in categories)                 else ""NO""             ),             ""update_time_evidence"": (                 ""YES"" if ""UPDATED_TIME"" in categories else ""NO""             ),             ""matching_files"": ""|"".join(matches[:20]),             ""status"": (                 ""EVIDENCE_FOUND""                 if matches                 else ""SOURCE_DISCOVERY_REQUIRED""             ),",395,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_fast_v1.py,MEETING_STATUS,MEETING_STATUS,"icial.?comment\b"",     ],     ""UPDATED_TIME"": [         r""\blast.?updated\b"",         r""\bupdated.?at\b"",         r""\bupdate.?time\b"",         r""\binspection.?time\b"",     ],     ""MEETING_STATUS"": [         r""\babandoned\b"",         r""\bpostponed\b"",         r""\bmeeting.?status\b"",         r""\brace.?status\b"",     ], }  URL_PATTERN = re.compile(     r""https?://[^\s\""'<>\\]+"",     re.IGNORECASE, )  AUTHORITY_HINTS = (     ""racingaustralia"",     ""racingvictoria"",     ""racing.com"",     ""count",118,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_indexed_v1.py,TRACK_CONDITION,track_condition,"om typing import Any  ROOT = Path(__file__).resolve().parents[1] OUTPUT_DIR = ROOT / ""data"" / ""track-source-audit"" PUBLIC_DIR = ROOT / ""public"" / ""data""  INDEX_CSV = OUTPUT_DIR / ""track_conditions_file_index_v1.csv"" EVIDENCE_CSV = OUTPUT_DIR / ""track_conditions_field_evidence_v1.csv"" URLS_CSV = OUTPUT_DIR / ""track_conditions_source_urls_v1.csv"" TRACK_COVERAGE_CSV = OUTPUT_DIR / ""track_conditions_track_coverage_v1.csv""  AUDIT_TXT = PUBLIC_DIR / ""edgeiq_track_conditions_source_audit_v1.txt"" A",15,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_indexed_v1.py,IRRIGATION_24H,IRRIGATION_24,"compile(         r""rail.?position|current.?rail"",         re.I,     ),     ""RAIL_PREVIOUS"": re.compile(         r""previous.?rail|last.?rail|prior.?rail"",         re.I,     ),     ""IRRIGATION_24H"": re.compile(         r""irrigation.?24|24.?h(?:ours?)?.?irrigation"",         re.I,     ),     ""IRRIGATION_7D"": re.compile(         r""irrigation.?7.?d|7.?day.?irrigation"",         re.I,     ),     ""IRRIGATION_GENERAL"": re.compile(         r""\birrigation\b|\bwatered\b"",         re.I,     ),     ""RAI",101,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_indexed_v1.py,IRRIGATION_7D,IRRIGATION_7D,"r""previous.?rail|last.?rail|prior.?rail"",         re.I,     ),     ""IRRIGATION_24H"": re.compile(         r""irrigation.?24|24.?h(?:ours?)?.?irrigation"",         re.I,     ),     ""IRRIGATION_7D"": re.compile(         r""irrigation.?7.?d|7.?day.?irrigation"",         re.I,     ),     ""IRRIGATION_GENERAL"": re.compile(         r""\birrigation\b|\bwatered\b"",         re.I,     ),     ""RAINFALL_24H"": re.compile(         r""rainfall.?24|24.?h(?:ours?)?.?rain|rain.?24.?h"",         re.I,     ),     ""R",105,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_indexed_v1.py,IRRIGATION_GENERAL,irrigation,"nt.?rail"",         re.I,     ),     ""RAIL_PREVIOUS"": re.compile(         r""previous.?rail|last.?rail|prior.?rail"",         re.I,     ),     ""IRRIGATION_24H"": re.compile(         r""irrigation.?24|24.?h(?:ours?)?.?irrigation"",         re.I,     ),     ""IRRIGATION_7D"": re.compile(         r""irrigation.?7.?d|7.?day.?irrigation"",         re.I,     ),     ""IRRIGATION_GENERAL"": re.compile(         r""\birrigation\b|\bwatered\b"",         re.I,     ),     ""RAINFALL_24H"": re.compile(         r""ra",102,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_indexed_v1.py,RAINFALL_24H,RAINFALL_24,"ompile(         r""irrigation.?7.?d|7.?day.?irrigation"",         re.I,     ),     ""IRRIGATION_GENERAL"": re.compile(         r""\birrigation\b|\bwatered\b"",         re.I,     ),     ""RAINFALL_24H"": re.compile(         r""rainfall.?24|24.?h(?:ours?)?.?rain|rain.?24.?h"",         re.I,     ),     ""RAINFALL_7D"": re.compile(         r""rainfall.?7.?d|7.?day.?rain|rain.?7.?day"",         re.I,     ),     ""PENETROMETER"": re.compile(         r""penetrometer|penetro"",         re.I,     ),     ""GOING_ST",113,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_indexed_v1.py,RAINFALL_7D,RAINFALL_7D,"e(         r""\birrigation\b|\bwatered\b"",         re.I,     ),     ""RAINFALL_24H"": re.compile(         r""rainfall.?24|24.?h(?:ours?)?.?rain|rain.?24.?h"",         re.I,     ),     ""RAINFALL_7D"": re.compile(         r""rainfall.?7.?d|7.?day.?rain|rain.?7.?day"",         re.I,     ),     ""PENETROMETER"": re.compile(         r""penetrometer|penetro"",         re.I,     ),     ""GOING_STICK"": re.compile(         r""going.?stick|goingstick"",         re.I,     ),     ""TRACK_MANAGER_COMMENT"": re.compi",117,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_indexed_v1.py,PENETROMETER,PENETROMETER,"rainfall.?24|24.?h(?:ours?)?.?rain|rain.?24.?h"",         re.I,     ),     ""RAINFALL_7D"": re.compile(         r""rainfall.?7.?d|7.?day.?rain|rain.?7.?day"",         re.I,     ),     ""PENETROMETER"": re.compile(         r""penetrometer|penetro"",         re.I,     ),     ""GOING_STICK"": re.compile(         r""going.?stick|goingstick"",         re.I,     ),     ""TRACK_MANAGER_COMMENT"": re.compile(         r""track.?manager|track.?comment|official.?comment"",         re.I,     ),     ""UPDATED_TIME"": r",121,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_indexed_v1.py,GOING_STICK,GOING_STICK,""": re.compile(         r""rainfall.?7.?d|7.?day.?rain|rain.?7.?day"",         re.I,     ),     ""PENETROMETER"": re.compile(         r""penetrometer|penetro"",         re.I,     ),     ""GOING_STICK"": re.compile(         r""going.?stick|goingstick"",         re.I,     ),     ""TRACK_MANAGER_COMMENT"": re.compile(         r""track.?manager|track.?comment|official.?comment"",         re.I,     ),     ""UPDATED_TIME"": re.compile(         r""last.?updated|updated.?at|update.?time|inspection.?time"",",125,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_indexed_v1.py,TRACK_MANAGER_COMMENT,TRACK_MANAGER,"""PENETROMETER"": re.compile(         r""penetrometer|penetro"",         re.I,     ),     ""GOING_STICK"": re.compile(         r""going.?stick|goingstick"",         re.I,     ),     ""TRACK_MANAGER_COMMENT"": re.compile(         r""track.?manager|track.?comment|official.?comment"",         re.I,     ),     ""UPDATED_TIME"": re.compile(         r""last.?updated|updated.?at|update.?time|inspection.?time"",         re.I,     ),     ""MEETING_STATUS"": re.compile(         r""abandoned|postponed|meeting.?st",129,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_indexed_v1.py,UPDATED_TIME,update_time,"""rainfall_evidence"": (                 ""YES""                 if any(value.startswith(""RAINFALL"") for value in categories)                 else ""NO""             ),             ""update_time_evidence"": (                 ""YES"" if ""UPDATED_TIME"" in categories else ""NO""             ),             ""matching_files"": ""|"".join(matching_files[:20]),             ""status"": (                 ""EVIDENCE_FOUND""                 if matching_files                 else ""SOURCE_DISCOVERY_REQUIRED""",376,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_indexed_v1.py,MEETING_STATUS,MEETING_STATUS,"ack.?comment|official.?comment"",         re.I,     ),     ""UPDATED_TIME"": re.compile(         r""last.?updated|updated.?at|update.?time|inspection.?time"",         re.I,     ),     ""MEETING_STATUS"": re.compile(         r""abandoned|postponed|meeting.?status|race.?status"",         re.I,     ), }  URL_PATTERN = re.compile(r""https?://[^\s\""'<>\\]+"", re.I)  AUTHORITY_HINTS = (     ""racingaustralia"",     ""racingvictoria"",     ""racing.com"",     ""country.racing"",     ""vrc.com.au"",     ""mrc.racing.co",137,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_v1.py,TRACK_CONDITION,track_condition,"om typing import Any  ROOT = Path(__file__).resolve().parents[1] OUTPUT_DIR = ROOT / ""data"" / ""track-source-audit"" PUBLIC_DIR = ROOT / ""public"" / ""data""  FILES_CSV = OUTPUT_DIR / ""track_conditions_source_files_v1.csv"" EVIDENCE_CSV = OUTPUT_DIR / ""track_conditions_field_evidence_v1.csv"" URLS_CSV = OUTPUT_DIR / ""track_conditions_source_urls_v1.csv"" TRACK_COVERAGE_CSV = OUTPUT_DIR / ""track_conditions_track_coverage_v1.csv""  AUDIT_TXT = PUBLIC_DIR / ""edgeiq_track_conditions_source_audit_v1.txt""",15,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_v1.py,IRRIGATION_24H,IRRIGATION_24,"r""\bcurrent.?rail\b"",         r""\brail\b"",     ],     ""RAIL_PREVIOUS"": [         r""\bprevious.?rail\b"",         r""\blast.?rail\b"",         r""\bprior.?rail\b"",     ],     ""IRRIGATION_24H"": [         r""\birrigation.?24\b"",         r""\b24.?h(?:ours?)?.?irrigation\b"",     ],     ""IRRIGATION_7D"": [         r""\birrigation.?7.?d\b"",         r""\b7.?day.?irrigation\b"",     ],     ""IRRIGATION_GENERAL"": [         r""\birrigation\b"",         r""\bwatered\b"",     ],     ""RAINFALL_24H"": [",68,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_v1.py,IRRIGATION_7D,IRRIGATION_7D,"il\b"",         r""\blast.?rail\b"",         r""\bprior.?rail\b"",     ],     ""IRRIGATION_24H"": [         r""\birrigation.?24\b"",         r""\b24.?h(?:ours?)?.?irrigation\b"",     ],     ""IRRIGATION_7D"": [         r""\birrigation.?7.?d\b"",         r""\b7.?day.?irrigation\b"",     ],     ""IRRIGATION_GENERAL"": [         r""\birrigation\b"",         r""\bwatered\b"",     ],     ""RAINFALL_24H"": [         r""\brainfall.?24\b"",         r""\b24.?h(?:ours?)?.?rain\b"",         r""\brain.?24.?h\b"",     ],     ""RAINF",72,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_v1.py,IRRIGATION_GENERAL,irrigation,"[         r""\bprevious.?rail\b"",         r""\blast.?rail\b"",         r""\bprior.?rail\b"",     ],     ""IRRIGATION_24H"": [         r""\birrigation.?24\b"",         r""\b24.?h(?:ours?)?.?irrigation\b"",     ],     ""IRRIGATION_7D"": [         r""\birrigation.?7.?d\b"",         r""\b7.?day.?irrigation\b"",     ],     ""IRRIGATION_GENERAL"": [         r""\birrigation\b"",         r""\bwatered\b"",     ],     ""RAINFALL_24H"": [         r""\brainfall.?24\b"",         r""\b24.?h(?:ours?)?.?rain\b"",         r""\brai",70,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_v1.py,RAINFALL_24H,RAINFALL_24,"GATION_7D"": [         r""\birrigation.?7.?d\b"",         r""\b7.?day.?irrigation\b"",     ],     ""IRRIGATION_GENERAL"": [         r""\birrigation\b"",         r""\bwatered\b"",     ],     ""RAINFALL_24H"": [         r""\brainfall.?24\b"",         r""\b24.?h(?:ours?)?.?rain\b"",         r""\brain.?24.?h\b"",     ],     ""RAINFALL_7D"": [         r""\brainfall.?7.?d\b"",         r""\b7.?day.?rain\b"",         r""\brain.?7.?day\b"",     ],     ""PENETROMETER"": [         r""\bpenetrometer\b"",         r""\bpenetro\b"",",80,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_v1.py,RAINFALL_7D,RAINFALL_7D,"r""\birrigation\b"",         r""\bwatered\b"",     ],     ""RAINFALL_24H"": [         r""\brainfall.?24\b"",         r""\b24.?h(?:ours?)?.?rain\b"",         r""\brain.?24.?h\b"",     ],     ""RAINFALL_7D"": [         r""\brainfall.?7.?d\b"",         r""\b7.?day.?rain\b"",         r""\brain.?7.?day\b"",     ],     ""PENETROMETER"": [         r""\bpenetrometer\b"",         r""\bpenetro\b"",     ],     ""GOING_STICK"": [         r""\bgoing.?stick\b"",         r""\bgoingstick\b"",     ],     ""TRACK_MANAGER_COMMENT"": [",85,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_v1.py,PENETROMETER,PENETROMETER,"?h(?:ours?)?.?rain\b"",         r""\brain.?24.?h\b"",     ],     ""RAINFALL_7D"": [         r""\brainfall.?7.?d\b"",         r""\b7.?day.?rain\b"",         r""\brain.?7.?day\b"",     ],     ""PENETROMETER"": [         r""\bpenetrometer\b"",         r""\bpenetro\b"",     ],     ""GOING_STICK"": [         r""\bgoing.?stick\b"",         r""\bgoingstick\b"",     ],     ""TRACK_MANAGER_COMMENT"": [         r""\btrack.?manager\b"",         r""\btrack.?comment\b"",         r""\bsteward.?comment\b"",         r""\bofficial.?com",90,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_v1.py,GOING_STICK,GOING_STICK,"r""\brainfall.?7.?d\b"",         r""\b7.?day.?rain\b"",         r""\brain.?7.?day\b"",     ],     ""PENETROMETER"": [         r""\bpenetrometer\b"",         r""\bpenetro\b"",     ],     ""GOING_STICK"": [         r""\bgoing.?stick\b"",         r""\bgoingstick\b"",     ],     ""TRACK_MANAGER_COMMENT"": [         r""\btrack.?manager\b"",         r""\btrack.?comment\b"",         r""\bsteward.?comment\b"",         r""\bofficial.?comment\b"",     ],     ""UPDATED_TIME"": [         r""\blast.?updated\b"",         r""\bu",94,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_v1.py,TRACK_MANAGER_COMMENT,TRACK_MANAGER,",     ],     ""PENETROMETER"": [         r""\bpenetrometer\b"",         r""\bpenetro\b"",     ],     ""GOING_STICK"": [         r""\bgoing.?stick\b"",         r""\bgoingstick\b"",     ],     ""TRACK_MANAGER_COMMENT"": [         r""\btrack.?manager\b"",         r""\btrack.?comment\b"",         r""\bsteward.?comment\b"",         r""\bofficial.?comment\b"",     ],     ""UPDATED_TIME"": [         r""\blast.?updated\b"",         r""\bupdated.?at\b"",         r""\bupdate.?time\b"",         r""\binspection.?time\b"",     ],",98,DISCOVERED_UNVERIFIED,,,,,
scripts\audit_edgeiq_track_conditions_sources_v1.py,UPDATED_TIME,update_time,"if any(                     value.startswith(""RAINFALL"")                     for value in categories                 )                 else ""NO""             ),             ""update_time_evidence"": (                 ""YES""                 if ""UPDATED_TIME"" in categories                 else ""NO""             ),             ""matching_files"": ""|"".join(                 matching_files[:20]             ),             ""status"": (                 ""EVIDENCE_FOUND""                 if matching",421,DISCOVERED_UNVERIFIED,,,,,
