slot_id,current_race_date,current_meeting,current_race_number,runner_name,form_run_date,form_track,form_track_key,form_race_number,form_distance,form_position,form_margin,final_classification,governed_reason,evidence,canonical_performance_id,canonical_race_id,warehouse_track,warehouse_race_number,warehouse_distance,epi_value
race012_runner42_run03,2026-09-16,Caulfield Heath,4,Mafee,2026-05-22,LADBROKES GEELONG,GEEL,7,1100,2,0.3,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_65520026631759B3,EIQ_RACE_435F2E6AE42C1494,LADBROKES GEELONG,7.0,1100,
race012_runner42_run04,2026-09-16,Caulfield Heath,4,Mafee,2026-05-01,PAKENHAM,PAKM,9,,4,,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_DISTANCE_MISSING_NOT_CERTIFIED_EPI,blank_distance_missing|horse_name_exact_candidate|date_exact|canonical_track_exact|form_distance_missing_recovered_from_unique_race|race_number_exact|finish_position_exact,EIQ_PERFORMANCE_EF8455739BFC6118,EIQ_RACE_487B4CDA02E03FD9,SOUTHSIDE PAKENHAM,9.0,1200,
race012_runner42_run05,2026-09-16,Caulfield Heath,4,Mafee,2026-05-01,SOUTHSIDE PAKENHAM,PAKM,9,1200,4,1.7,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_EF8455739BFC6118,EIQ_RACE_487B4CDA02E03FD9,SOUTHSIDE PAKENHAM,9.0,1200,
race012_runner42_run06,2026-09-16,Caulfield Heath,4,Mafee,2026-04-19,SALE,SALE,6,1013,3,2.35,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_0B336C0FF9F3493B,EIQ_RACE_BDE3C16E68B3DD5A,SALE,6.0,1013,
race012_runner42_run07,2026-09-16,Caulfield Heath,4,Mafee,2026-03-27,BENDIGO,BDGO,6,1000,4,7.85,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_EDF3E103D3C8F165,EIQ_RACE_62E9641803A211DB,BENDIGO,6.0,1000,
race012_runner42_run08,2026-09-16,Caulfield Heath,4,Mafee,2025-07-28,SPORTSBET-PAKENHAM SYNTHETIC,PAKS,6,1200,7,3.5,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_A9F59F04799D8979,EIQ_RACE_2152C3C424C73734,SPORTSBET-PAKENHAM SYNTHETIC,6.0,1200,40.2000
race012_runner43_run01,2026-09-16,Caulfield Heath,4,Trak Chiller,2026-04-18,MORNINGTON,MORN,3,1200,7,3.95,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_295015EC4B6C02D0,EIQ_RACE_30F768EC6C57CC39,MORNINGTON,3.0,1200,39.8250
race012_runner43_run02,2026-09-16,Caulfield Heath,4,Trak Chiller,2026-03-26,SOUTHSIDE PAKENHAM,PAKM,2,1200,3,0.85,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_26A6E3A714DA843B,EIQ_RACE_25B98DA8883F7390,SOUTHSIDE PAKENHAM,2.0,1200,25.7500
race012_runner43_run03,2026-09-16,Caulfield Heath,4,Trak Chiller,2026-03-08,STONY CREEK,STONYCREEK,4,1100,1,0.46,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_2474687457AC3D8E,EIQ_RACE_13C88F18EB4FC097,STONY CREEK,4.0,1100,
race012_runner43_run04,2026-09-16,Caulfield Heath,4,Trak Chiller,2026-02-15,STONY CREEK,STONYCREEK,5,1100,1,0.3,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_65E64DE2CB6CB031,EIQ_RACE_D416681FC9D6DD8C,STONY CREEK,5.0,1100,
race012_runner43_run05,2026-09-16,Caulfield Heath,4,Trak Chiller,2026-01-18,STONY CREEK,STONYCREEK,4,1100,1,0.25,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_762583F9998950CC,EIQ_RACE_BB1C1B2E64B8EEF6,STONY CREEK,4.0,1100,
race012_runner43_run06,2026-09-16,Caulfield Heath,4,Trak Chiller,2025-12-30,STONY CREEK,STONYCREEK,5,1100,5,3.6,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_20FE389A7041C425,EIQ_RACE_638CB8AA9B34F5BD,STONY CREEK,5.0,1100,
race012_runner43_run07,2026-09-16,Caulfield Heath,4,Trak Chiller,2025-12-14,TATURA,TAT,7,1100,2,0.4,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_DA4A43FB383434EB,EIQ_RACE_4B255843DD41A567,TATURA,7.0,1100,
race012_runner43_run08,2026-09-16,Caulfield Heath,4,Trak Chiller,2025-07-04,SPORTSBET-BALLARAT SYN,SPORTSBETBALLARATSYN,8,1200,7,6.27,CERTIFIED_EPI_DETERMINISTIC_REPRESENTATION_MATCH,TRACK_SYN_ABBREVIATION_TO_SYNTHETIC,TRACK_SYN_ABBREVIATION_TO_SYNTHETIC|horse_name_exact_candidate|date_exact|track_base_contains_form_track|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_6157DD609FC4FFEB,EIQ_RACE_DF0736ACDE194217,SPORTSBET-BALLARAT SYNTHETIC,8.0,1200,35.5250
race012_runner44_run01,2026-09-16,Caulfield Heath,4,Russian Choice,2026-04-03,SPORTSBET-BALLARAT,BRAT,5,1400,3,2.0,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_8112FD6A249115BA,EIQ_RACE_0C6EB1F2C9C857D1,SPORTSBET-BALLARAT,5.0,1400,70.9500
race012_runner44_run02,2026-09-16,Caulfield Heath,4,Russian Choice,2026-02-25,SPORTSBET SANDOWN HILLSIDE,SANH,3,1500,3,0.45,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_271B061D0ED0BE17,EIQ_RACE_7BC1C7601C29434F,SPORTSBET SANDOWN HILLSIDE,3.0,1500,
race012_runner44_run03,2026-09-16,Caulfield Heath,4,Russian Choice,2026-02-04,SPORTSBET SANDOWN HILLSIDE,SANH,3,1400,2,1.25,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_8C0887BF7BB02405,EIQ_RACE_D90CD643555E62A8,SPORTSBET SANDOWN HILLSIDE,3.0,1400,46.1250
race012_runner44_run04,2026-09-16,Caulfield Heath,4,Russian Choice,2026-01-17,FLEMINGTON,FLEM,10,1400,4,2.85,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_5502DFFD15B4578F,EIQ_RACE_2431CD263E07C0D2,FLEMINGTON,10.0,1400,44.2250
race012_runner44_run05,2026-09-16,Caulfield Heath,4,Russian Choice,2026-01-04,BET365 STAWELL,BET365STAWELL,4,1300,1,1.75,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_1122551371F02A1D,EIQ_RACE_E4878A67E110DDA6,BET365 STAWELL,4.0,1300,33.4750
race012_runner44_run06,2026-09-16,Caulfield Heath,4,Russian Choice,2025-12-16,BET365 TERANG,TER,3,1200,7,4.35,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_32C8C2F6BA9914B1,EIQ_RACE_0F554F39A46FA41D,BET365 TERANG,3.0,1200,53.2250
race012_runner45_run01,2026-09-16,Caulfield Heath,4,Karren,2026-03-26,CAULFIELD HEATH,CAUH,9,1000,3,1.85,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_C0D102697F94A9C4,EIQ_RACE_DB52889942768ACF,CAULFIELD HEATH,9.0,1000,
race012_runner45_run02,2026-09-16,Caulfield Heath,4,Karren,2025-12-10,SPORTSBET SANDOWN LAKESIDE,SANL,2,1200,1,0.5,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_14988DCCA8FB86CD,EIQ_RACE_215B8EF42E57F7A0,SPORTSBET SANDOWN LAKESIDE,2.0,1200,38.9250
race012_runner45_run03,2026-09-16,Caulfield Heath,4,Karren,2025-11-20,CAULFIELD HEATH,CAUH,9,1000,3,1.5,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_BB7EEDFDC73EC497,EIQ_RACE_79422327C5882A51,CAULFIELD HEATH,9.0,1000,
race012_runner46_run01,2026-09-16,Caulfield Heath,4,Brandjam,2026-06-08,MORNINGTON,MORN,8,1200,8,3.96,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_0E7090FF6E2AC53A,EIQ_RACE_9D71BA3493527176,MORNINGTON,8.0,1200,77.4750
race012_runner46_run02,2026-09-16,Caulfield Heath,4,Brandjam,2026-05-27,CAULFIELD HEATH,CAUH,8,1200,2,0.5,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_EC6AA6B2629470F3,EIQ_RACE_0AE404724EBEC7B2,CAULFIELD HEATH,8.0,1200,
race012_runner46_run03,2026-09-16,Caulfield Heath,4,Brandjam,2026-04-03,SOUTHSIDE CRANBOURNE,CRAN,6,1200,2,1.5,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_B0DCF4FE475F17D8,EIQ_RACE_F46CC15C07A5D81D,SOUTHSIDE CRANBOURNE,6.0,1200,43.1000
race012_runner46_run04,2026-09-16,Caulfield Heath,4,Brandjam,2026-03-13,SOUTHSIDE CRANBOURNE,CRAN,8,1200,3,1.75,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_2D0453419F62B92E,EIQ_RACE_9D95FC5EB78BBE61,SOUTHSIDE CRANBOURNE,8.0,1200,41.1250
race012_runner46_run05,2026-09-16,Caulfield Heath,4,Brandjam,2026-02-06,BET365 COLAC,CLAC,5,1200,1,0.46,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_3D18FA6EFA16AFED,EIQ_RACE_86286BBBA32A8091,BET365 COLAC,5.0,1200,76.1500
race012_runner46_run06,2026-09-16,Caulfield Heath,4,Brandjam,2026-01-21,SPORTSBET SANDOWN HILLSIDE,SANH,5,1300,2,1.75,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_220E6FE440834405,EIQ_RACE_555EBB73D6078728,SPORTSBET SANDOWN HILLSIDE,5.0,1300,36.6250
race012_runner46_run07,2026-09-16,Caulfield Heath,4,Brandjam,2025-12-26,SPORTSBET SANDOWN LAKESIDE,SANL,4,1200,6,2.31,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_79FFB956FC9D606E,EIQ_RACE_14CE17E6B4A701AC,SPORTSBET SANDOWN LAKESIDE,4.0,1200,47.6000
race012_runner46_run08,2026-09-16,Caulfield Heath,4,Brandjam,2025-12-03,CAULFIELD HEATH,CAUH,6,1200,7,4.2,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_4BDCA5BDA150F61F,EIQ_RACE_182CF2C8262B41FA,CAULFIELD HEATH,6.0,1200,25.7000
race012_runner47_run01,2026-09-16,Caulfield Heath,4,Love Symbol,2026-04-30,SPORTSBET BALLARAT,BRAT,6,,11,9.03,CERTIFIED_EPI_DETERMINISTIC_REPRESENTATION_MATCH,FORM_DISTANCE_MISSING_UNIQUE_RACE,FORM_DISTANCE_MISSING_UNIQUE_RACE|horse_name_exact_candidate|date_exact|canonical_track_exact|form_distance_missing_recovered_from_unique_race|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_6AD8C739047269A9,EIQ_RACE_2A2C047971D40680,SPORTSBET-BALLARAT,6.0,1500,27.2000
race012_runner47_run02,2026-09-16,Caulfield Heath,4,Love Symbol,2026-04-30,SPORTSBET-BALLARAT,BRAT,6,1500,11,9.03,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_6AD8C739047269A9,EIQ_RACE_2A2C047971D40680,SPORTSBET-BALLARAT,6.0,1500,27.2000
race012_runner47_run03,2026-09-16,Caulfield Heath,4,Love Symbol,2026-04-22,LADBROKES GEELONG,GEEL,6,1325,5,4.25,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_34EA2FF620E68196,EIQ_RACE_CAA839EAE8F1258E,LADBROKES GEELONG,6.0,1325,
race012_runner47_run04,2026-09-16,Caulfield Heath,4,Love Symbol,2026-04-01,LADBROKES GEELONG,GEEL,8,1300,2,0.1,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_7251B3B58F0CA5C8,EIQ_RACE_A517E7969BF5BC38,LADBROKES GEELONG,8.0,1300,
race012_runner47_run05,2026-09-16,Caulfield Heath,4,Love Symbol,2026-03-10,SPORTSBET BALLARAT,BRAT,6,,5,,CERTIFIED_EPI_DETERMINISTIC_REPRESENTATION_MATCH,FORM_DISTANCE_MISSING_UNIQUE_RACE,FORM_DISTANCE_MISSING_UNIQUE_RACE|horse_name_exact_candidate|date_exact|canonical_track_exact|form_distance_missing_recovered_from_unique_race|race_number_exact|finish_position_exact,EIQ_PERFORMANCE_5202693019F44588,EIQ_RACE_22E2B828A50C8798,SPORTSBET-BALLARAT,6.0,1000,54.8000
race012_runner47_run06,2026-09-16,Caulfield Heath,4,Love Symbol,2026-03-10,SPORTSBET-BALLARAT,BRAT,6,1000,5,3.81,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_5202693019F44588,EIQ_RACE_22E2B828A50C8798,SPORTSBET-BALLARAT,6.0,1000,54.8000
race012_runner47_run07,2026-09-16,Caulfield Heath,4,Love Symbol,2026-02-23,SPORTSBET-BALLARAT,BRAT,4,900,9,6.22,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_C5EE9281E5F0B3DC,EIQ_RACE_43DFB9C65C8D7D90,SPORTSBET-BALLARAT,4.0,900,
race012_runner48_run01,2026-09-16,Caulfield Heath,4,Foremmakate,2026-06-16,SPORTSBET-BALLARAT SYNTHETIC,BALS,5,1000,5,6.56,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_F9D06004BA0F531E,EIQ_RACE_3F1A76EBB61F0877,SPORTSBET-BALLARAT SYNTHETIC,5.0,1000,27.6750
race012_runner48_run02,2026-09-16,Caulfield Heath,4,Foremmakate,2026-01-01,BURRUMBEET,BURRUMBEET,2,1000,1,1.25,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_E1610EDC2EEB6126,EIQ_RACE_CD6ACE643F4E4581,BURRUMBEET,2.0,1000,
race012_runner48_run03,2026-09-16,Caulfield Heath,4,Foremmakate,2025-05-22,SPORTSBET-BALLARAT SYN,SPORTSBETBALLARATSYN,1,1000,11,15.95,CERTIFIED_EPI_DETERMINISTIC_REPRESENTATION_MATCH,TRACK_SYN_ABBREVIATION_TO_SYNTHETIC,TRACK_SYN_ABBREVIATION_TO_SYNTHETIC|horse_name_exact_candidate|date_exact|track_base_contains_form_track|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_FDF7DF7CD4B5B783,EIQ_RACE_4A58FF99EFC0548B,SPORTSBET-BALLARAT SYNTHETIC,1.0,1000,20.1000
race012_runner48_run04,2026-09-16,Caulfield Heath,4,Foremmakate,2025-05-22,SPORTSBET-BALLARAT SYN,SPORTSBETBALLARATSYN,8,1000,11,15.95,SOURCE_HISTORY_MISMATCH_REPRESENTATION_UNPROVEN,SAME_HORSE_DATE_BUT_TRACK_OR_DISTANCE_UNPROVEN,,,,,,,
race012_runner48_run05,2026-09-16,Caulfield Heath,4,Foremmakate,2025-05-22,SPORTSBET-BALLARAT SYNTHETIC,BALS,1,1000,11,15.95,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_FDF7DF7CD4B5B783,EIQ_RACE_4A58FF99EFC0548B,SPORTSBET-BALLARAT SYNTHETIC,1.0,1000,20.1000
race012_runner49_run01,2026-09-16,Caulfield Heath,4,Grouse Mountain,2025-12-27,SOUTHSIDE CRANBOURNE,CRAN,3,1200,9,5.08,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_49762949EC44E36B,EIQ_RACE_FE4FDCD85B0A9111,SOUTHSIDE CRANBOURNE,3.0,1200,48.7000
race012_runner49_run02,2026-09-16,Caulfield Heath,4,Grouse Mountain,2025-12-10,SPORTSBET SANDOWN LAKESIDE,SANL,7,1200,7,2.48,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_3CFD993B4026920A,EIQ_RACE_10B4366AE11859A8,SPORTSBET SANDOWN LAKESIDE,7.0,1200,28.8750
race012_runner49_run03,2026-09-16,Caulfield Heath,4,Grouse Mountain,2025-11-19,CAULFIELD HEATH,CAUH,4,1000,2,0.02,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_3E6042D821B98E0C,EIQ_RACE_FDA43E73104E5088,CAULFIELD HEATH,4.0,1000,71.4750
race012_runner49_run04,2026-09-16,Caulfield Heath,4,Grouse Mountain,2025-05-30,CRANBOURNE,CRAN,7,1400,1,1.5,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_C076B684C9EC72A3,EIQ_RACE_FEE9AFFB3334620E,CRANBOURNE,7.0,1400,64.7000
race012_runner49_run05,2026-09-16,Caulfield Heath,4,Grouse Mountain,2025-05-16,CRANBOURNE,CRAN,7,1300,2,0.5,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_B4A121E6E51B0E9C,EIQ_RACE_E765F0C7348C2F9A,CRANBOURNE,7.0,1300,58.8000
race012_runner49_run06,2026-09-16,Caulfield Heath,4,Grouse Mountain,2025-05-09,CRANBOURNE,CRAN,4,1300,1,2.0,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_D777BADA590B8153,EIQ_RACE_04254CA2F4C743A8,CRANBOURNE,4.0,1300,63.9000
race012_runner49_run07,2026-09-16,Caulfield Heath,4,Grouse Mountain,2025-05-02,CRANBOURNE,CRAN,7,1200,3,0.85,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_C7BC59491595F20A,EIQ_RACE_C34492E91A61EAF1,CRANBOURNE,7.0,1200,55.3750
race012_runner49_run08,2026-09-16,Caulfield Heath,4,Grouse Mountain,2025-04-04,CRANBOURNE,CRAN,5,1300,1,0.1,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_58D572135DE7CF47,EIQ_RACE_D92341C6C2405124,CRANBOURNE,5.0,1300,53.6500
race012_runner50_run01,2026-09-16,Caulfield Heath,4,Bella Cinque,2026-06-10,SALE,SALE,5,1000,4,4.0,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_1A6D25B276423278,EIQ_RACE_F2DCA5462A2B0DCF,SALE,5.0,1000,
